Organization name,Organization type,Publisher/Supplier,Year,Cost,Material,Resource type,Way of acquisition
Oulu University of Applied Sciences,University of applied sciences,Ebsco,2010,9840.0,Academic Search Elite; Business Source Elite; Cinahl,Full text materials,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Ebsco,2011,8420.0,Academic Search Elite; Business Source Elite; Cinahl,Full text materials,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Ebsco,2012,8966.0,Academic Search Elite; Business Source Elite; Cinahl,Full text materials,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Ebsco,2013,9566.0,Academic Search Elite; Business Source Elite; Cinahl,Full text materials,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Ebsco,2014,9525.0,Academic Search Elite; Business Source Elite; Cinahl,Full text materials,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Ebsco,2015,23260.0,Academic Search Elite; Business Source Elite; Cinahl; ECM (PDA),Full text materials; eBook package,FinELib consortium; Separate contract
Oulu University of Applied Sciences,University of applied sciences,Edita Publishing,2010,3488.0,Defensor Legis; Edilex; Oikeus; Ympäristö,Full text materials; Reference resource,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Edita Publishing,2011,3488.0,Defensor Legis; Edilex; Oikeus; Ympäristö,Full text materials; Reference resource,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Edita Publishing,2012,3414.0,Defensor Legis; Edilex; Oikeus; Ympäristö,Full text materials; Reference resource,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Edita Publishing,2013,3414.0,Defensor Legis; Edilex; Oikeus; Ympäristö,Full text materials; Reference resource,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Edita Publishing,2014,3530.0,Defensor Legis; Edilex; Oikeus; Ympäristö,Full text materials; Reference resource,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Edita Publishing,2015,3530.0,Defensor Legis; Edilex; Oikeus; Ympäristö,Full text materials; Reference resource,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Elsevier,2010,13869.0,ScienceDirect Freedom Collection,Full text materials,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Elsevier,2011,14904.0,ScienceDirect Freedom Collection,Full text materials,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Emerald Group Publishing,2010,1612.0,Emerald-lehtipaketti,Full text materials,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Emerald Group Publishing,2011,1723.0,Emerald-lehtipaketti,Full text materials,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Emerald Group Publishing,2012,1826.0,Emerald-lehtipaketti,Full text materials,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Emerald Group Publishing,2013,1828.0,Emerald-lehtipaketti,Full text materials,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Emerald Group Publishing,2014,1957.0,Emerald-lehtipaketti,Full text materials,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Emerald Group Publishing,2015,2625.0,Emerald-lehtipaketti,Full text materials,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Helsingin yliopisto,2010,1846.0,Medic,Reference database,Separate contract
Oulu University of Applied Sciences,University of applied sciences,Helsingin yliopisto,2011,2310.0,Medic,Reference database,Separate contract
Oulu University of Applied Sciences,University of applied sciences,Helsingin yliopisto,2012,2310.0,Medic,Reference database,Separate contract
Oulu University of Applied Sciences,University of applied sciences,Helsingin yliopisto,2013,2400.0,Medic,Reference database,Separate contract
Oulu University of Applied Sciences,University of applied sciences,Helsingin yliopisto,2014,2292.0,Medic,Reference database,Separate contract
Oulu University of Applied Sciences,University of applied sciences,Helsingin yliopisto,2015,1896.0,Medic,Reference database,Separate contract
Oulu University of Applied Sciences,University of applied sciences,Institute of Electrical and Electronics Engineers (IEEE),2010,11791.0,IEEE/IET Electronic Library,Full text materials,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Institute of Electrical and Electronics Engineers (IEEE),2011,12756.0,IEEE/IET Electronic Library,Full text materials,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Institute of Electrical and Electronics Engineers (IEEE),2012,14415.0,IEEE/IET Electronic Library,Full text materials,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Institute of Electrical and Electronics Engineers (IEEE),2013,14685.0,IEEE/IET Electronic Library,Full text materials,FinELib consortium
Oulu University of Applied Sciences,University of applied sciences,Institute of Electrical and Electronics Engineers (IEEE),2014,14187.0,IEEE/IET Electronic Library,Full text materials,FinELib consortium
